title,abstract,pubdate
APLIKASI SEMANTIC SEGMENTATION UNTUK EKSTRAKSI FITUR BANGUNAN PADA PETA RUPABUMI SKALA BESAR,"Teknologi kecerdasan buatan adalah sebuah inovasi mutakhir yang mengandalkan peran komputer untuk mengenali dan memprediksi berbagai objek yang menjadi perhatian, dalam hal ini adalah fitur bangunan pada peta Rupabumi Indonesia (RBI) skala besar. Teknologi ini memiliki cakupan yang sangat luas, dan dalam penelitian ini akan dibahas aplikasi salah satu cabang kecerdasan buatan yang paling kompleks, yakni deep learning. Metode deep learning yang digunakan dalam ekstraksi fitur bangunan pada peta RBI skala besar adalah semantic segmentation, dimana objek tidak hanya dideteksi, namun juga disegmentasi bagian tepinya tanpa memperhatikan unit satuan bangunan sehingga diperoleh hasil-hasil berupa fitur bangunan dalam satu kesatuan segmen dan fitur selain bangunan menjadi segmen lainnya. Algoritma semantic segmentation yang dipilih adalah Unet yang dibagi ke dalam arsitektur Small Unet dan Full Unet. Arsitektur Small Unet menggunakan 18 layer konvolusi sedangkan Full Unet menggunakan 19 layer. Data training yang digunakan adalah data UAV wilayah Kantor Badan Informasi Geospasial (BIG), foto udara Wuhan University, dan foto udara kota Austin Texas. Rasio data training-testing yang digunakan adalah 80%:20%, dengan learning rate 10-4, fungsi optimasi Adams dan fungsi loss binary cross-entropy. Proses pembuatan model (training) dilakukan menggunakan perangkat lunak Tensorflow yang dijalankan dalam platform Google Colaboratory. Arsitektur Small Unet memberikan hasil 0,119 untuk model loss; 0,932 untuk akurasi piksel dan 0,698 untuk mean Intersection over Union (IoU). Sementara itu arsitektur Full Unet memberikan hasil yang relatif lebih baik yakni 0,112; 0,943; dan 0,773 masing-masing untuk model loss, akurasi piksel dan IoU. Collapse",14 April 2021
Tantangan dan Problematika Profesi Akuntan di Era Kompetitif Bagi Generasi Z,"Pengabdian kepada masyarakat di bawah lembaga LPPM Universitas Muhammadiyah Prof. DR. HAMKA merupakan kegiatan yang mengintegrasikan Tri Dharma Pendidikan ke dalam satu paket program pengabdian masyarakat yang dilaksanakan melalui pendekatan pemberdayaan.  Kegiatan PKM ini ditujukan kepada Siswa-siswi SMA Muhammadiyah 4 Depok dengan menggunakan aplikasi Zoom yang memiliki pemahaman bahwa kecerdasan buatan dapat menghilangkan profesi akuntansi. Solusi yang diberikan oleh tim pengusul berdasarkan diskusi dengan kepala sekolah adalah memberikan pelatihan dan pemahaman bahwa kecerdasan buatan bukan menjadi penghalang untuk memulai profesi sebagai akuntan. Kami berharap dengan adanya kegiatan PKM ini, mitra kami bertambah pengetahuan dan pemahaman akan kecerdasan buatan yang berdampak pada profesi akuntan bagi Generasi Z. Collapse",28 December 2021
PEMBUATAN GAME 2D “ESCAPE PLAN” DENGAN METODE FINITE STATE MACHINE,"Dengan semakin pesatnya pemkembangan teknologi saat ini, semakin pesat 
pula pengembangan teknologi game khususnya. Hal ini menyebabkan peningkatan 
pengguna game yang tersebar dari berbagai golongan usia. Dengan peningkatan 
tersebut, maka terjadi persaingan dalam perkmbangan dunia game. Dalam 
permainan musuh atau NPC (Non Playable Character) merupakan elemen utama 
yang mentukan menarik tidaknya suatu game. Karakter musuh sendiri dapat 
meirukan perilaku manusia dengan menambahkan suatu kecerdasan buatan yang 
dimama dengan bantuan kecerdasn buatan tersebut maka karakter player dan musuh 
dapat saling berinteraksi dan lebih realistic, salah satunya dengan menggunakan 
metode FSM (Fiinite State machine) yang dapat mendeteksi keberadaan karakter. 
Di dalam pengembangan game ini menggunakan platform Unity3D sebagai 
game engine dan menerapkan metode FSM (Finite State machine) pada karakter 
musuh sehingga dapat berinteraksi dengan player, dan mendukung interaksi yang 
terdapat pada game. Dengan penerapan metode dengan menggunakan : keadaan, 
Kejadian, aksi. 
Dari pengujian yang dilakukan karakter pada game dapat mendeteksi musuh 
dan mentukan aksi yang akan dilakukan dengan berdasakan metode FSM(finite 
State Machine) yang diterapkan dan hasil pengujian sudah sesuai pada karakter 
musuh Collapse",9 October 2020
MultiClass Decision Forest Machine Learning Artificial Intelligence,"Received 2019-03-06 Revised 2019-11-22 Accepted 2020-01-21 Kecerdasan buatan merupakan solusi yang terbaik dalam menangai berbagai bidang. Algoritma Multi Class Decesion Forest Machine Learning yang merupakan bagian dari kecerdasan buatan adalah bidang yang menarik untuk diterapkan dalam bidang perbankan. Penelitian ini dikembangkan untuk membangun model yang dapat memprediksi dan mengevaluasi kebangkrutan industri perbankan. Variabel prediktor adalah rasio keuangan yang didapatkan dari publikasi situs http://www.idx.co.id. Modeling machine learning dengan enam variabel, dimana lima variabel sebagai input dan satu variabel sebagai target. Secara keseluruhan, Multi Class Decistion Forest Machine Learning mampu melatih data hubungan input-output dan perilaku pemodelan dengan baik, nilai accuracy 92%, nilai precision 92% dan nilai under area curve 90%. Keyword: Collapse",2020
Implementasi Algoritma Quadtree Pada Game Bubble Match,"Abstrak Sekarang ini game merupakan salah satu media hiburan yang banyak diminati oleh masyarakat. Perkembangan game dari jenis-jenis game yang begitu pesat, menyebabkan game semakin menarik banyak masyarakat. Setiap jenis game memiliki keunggulan dan kekurangan masing-masing. Salah satu unsur yang berperan penting dalam sebuah game adalah kecerdasan buatan . Dengan kecerdasan buatan , diharapkan elemen-elemen dalam game dapat berperilaku sealami mungkin layaknya manusia. Dalam game ini mempunyai musuh yang memiliki kecerdasan buatan dengan yang diharapkan musuh menjadi lebih sulit dikalahkan sehingga gameplay permainan menjadi lebih menarik. Game ini bercerita tentang pertempuran antara kapal-kapal perang, yang mana game ini terbagi menjadi 3 level dengan tingkat kesulitan yang berbeda-bedan. Metode pengembangan perangkat lunak yang digunakan adalah perancangan terstruktur. Collapse",2021
ARTIFICIAL INTELLIGENCE IN BORDER SECURITY AT IMMIGRATION CHECKPOINTS (TPI),"Penelitian ini bertujuan untuk menjelaskan dan menjawab secara eksplisit serta empiris salah satu tantangan terbesar yang dihadapi oleh keimigrasian dalam bidang keamanan perbatasan, yakni pengembangan kecerdasan buatan pada kesisteman perbatasan pada Tempat Pemeriksaan Imigrasi di Indonesia, secara khusus di bandar udara internasional. Pembahasan yang dikaji dalam penelitian ini adalah penjelasan mengenai kecerdasan buatan dalam kesisteman perbatasan yang telah diciptakan di Indonesia maupun negara lain dan penjelasan mengenai seberapa pentingnya pengembangan kecerdasan buatan dalam meningkatkan keamanan perbatasan suatu negara secara dasar. Penelitian ini menggunakan metode penelitian kualitatif dalam ruang lingkup deskriptif analisis yang bertujuan memberikan hasil penjelasan secara naratif mengenai pentingnya keberadaan kecerdasan buatan dalam kesisteman perbatasan bagi keamanan perbatasan suatu negara. Hasil dalam penelitian ini menunjukan bahwa keberadaan kecerdasan buatan pada Tempat Pemeriksaan Imigrasi di Indonesia sangatlah dibutuhkan, tidak hanya di Indonesia, namun di seluruh dunia pun membutuhkan kecerdasan buatan dalam peningkatan keamanan perbatasan di setiap negara. Kesimpulan yang dihasilkan dalam penelitian ini ialah telah ditemukannya beberapa aspek poin penting terkait kecerdasan buatan dalam kesisteman perbatasan yang dapat dikembangkan secara optimal ke depannya dan dapat diimplementasikan secara global pada Tempat Pemeriksaan Imigrasi. Collapse",19 December 2021
KEBUTUHAN KETERAMPILAN PADA REVOLUSI INDUSTRI 4.0 DAN ERA SOCIETY 5.0,"Perubahan dunia kini tengah memasuki era revolusi industri 4.0, dan era society 5.0 di mana pola kehidupan manusia basis banyak berbasis informasi. Dengan demikian, menyiapkan lulusan yang berkualitas dan mampu bersaing secara global, dan menguasai perkembangan teknologi merupakan hal yang penting untuk semua orang dan penting bagi masa depan suatu negara. Di masa depan, inovasi teknologi juga akan mengarah pada keajaiban sisi penawaran, dengan keuntungan efisiensi dan produktivitas jangka panjang. Biaya transportasi dan komunikasi akan turun, logistik dan rantai pasokan global akan menjadi lebih efektif, dan biaya perdagangan akan berkurang, yang semuanya akan membuka pasar baru dan mendorong pertumbuhan ekonomi. Revolusi industri 4.0 yang dinilai berpotensi dalam mendegradasi peran manusia membuat Jepang melahirkan sebuah konsep yaitu Society 5.0. Melalui konsep ini diharapkan membua kecerdasan buatan akan mentransformasi big data yang dikumpulkan melalui internet pada segala bidang kehidupan menjadi suatu kearifan yang baru, dengan harapan untuk meningkatkan kemampuan manusia dalam membuka peluang-peluang bagi manusia. Collapse",21 March 2020
Perancangan Sistem Pakar Diagnosa Ispa Dengan Metode Forward Chaining,"Sistem pakar merupakan salah satu bagian dari bidang kecerdasan buatan , yaitu salah satu bidang ilmu komputer yang mendayagunakan komputer sehingga dapat berperilaku cerdas seperti manusia, memecahkan masalah yang komplek dengan cara mengikuti proses penalaran manusia Forward chaining merupakan grup dari multiple inferensi yang melakukan pencarian dari suatu masalah kepada solusinya. Forward chaining bertipe data-driven karena inferensi dimulai dengan informasi yang tersedia dan baru kesimpulan diperoleh. Dengan adanya sistem pakar ini, Masyarakat lebih mengerti soal penyakit ISPA serta dapat diimplementasikan untuk membantu dalam dunia kesehatan di bidang ISPA. Dengan adanya sistem pakar ini dapat membantu user untuk memahami jenis penyakit ISPA dalam waktu yang lebih singkat. Dengan adanya sistem pakar ini dapat meringankan seorang pakar dalam mendeteksi gejala awal pada penyakit ISPA sehingga tidak semua masyarakat mengujungi dokter ISPA padahal hanya gejala flu dan batuk biasa. Sistem pakar ini menggunakan metode Forward Chaining sehingga secara sistem dapat mencari hasil penyakit menggunakan gejala yang di pilih pengguna. Collapse",23 April 2020
Perancangan Sistem Pakar Diagnosa Ispa Dengan Metode Forward Chaining,"Sistem pakar merupakan salah satu bagian dari bidang kecerdasan buatan , yaitu salah satu bidang ilmu komputer yang mendayagunakan komputer sehingga dapat berperilaku cerdas seperti manusia, memecahkan masalah yang komplek dengan cara mengikuti proses penalaran manusia Forward chaining merupakan grup dari multiple inferensi yang melakukan pencarian dari suatu masalah kepada solusinya. Forward chaining bertipe data-driven karena inferensi dimulai dengan informasi yang tersedia dan baru kesimpulan diperoleh. Dengan adanya sistem pakar ini, Masyarakat lebih mengerti soal penyakit ISPA serta dapat diimplementasikan untuk membantu dalam dunia kesehatan di bidang ISPA. Dengan adanya sistem pakar ini dapat membantu user untuk memahami jenis penyakit ISPA dalam waktu yang lebih singkat. Dengan adanya sistem pakar ini dapat meringankan seorang pakar dalam mendeteksi gejala awal pada penyakit ISPA sehingga tidak semua masyarakat mengujungi dokter ISPA padahal hanya gejala flu dan batuk biasa. Sistem pakar ini menggunakan metode Forward Chaining sehingga secara sistem dapat mencari hasil penyakit menggunakan gejala yang di pilih pengguna. Collapse",23 April 2020
Kualitas Audit Perusahaan Pada Masa Pandemic Covid 19 (Studi Literatur),"Penelitian ini bertujuan untuk menganalisis kualitas audit perusahaan pada masa Pandemi Covid 19 dengan metode literature review. Hasil temuan penelitian Covid-19 memiliki dampak signifikan pada biaya audit, tindakan audit, pertimbangan kelangsungan usaha, sumber daya manusia audit dan remunerasi staf audit. Akibatnya, pandemi ini berdampak cukup besar terhadap kualitas audit. Penurunan biaya audit, tantangan dalam penyelesaian asesmen going concern, tingkat keandalan dan kecukupan bukti audit yang rendah, kemungkinan besar kehilangan personel karena sakit atau karantina, dan pengurangan gaji personel audit, yang pada akhirnya mempengaruhi kualitas proses audit itu sendiri. Upaya yang dapat dilakukan untuk mengatasi dampak Covid 19 terhadap kualitas Audit adalah dengan cara melakukan perubahan regulasi audit, meningkatkan kualitas SDM auditor melalui pelatihan-pelatihan, dan meningkatkan kompensasi yang diberikan kepada auditor. Perusahaan auditor juga harus berinvestasi lebih banyak dalam program digital, termasuk kecerdasan buatan , blockchain, keamanan jaringan, dan pengembangan fungsi data. Collapse",31 May 2021
Perspektif Kepemimpinan Kepala Sekolah Di Era Milenial,"Era milenial juga disebut era gangguan yang ditandai dengan teknologi yang didasarkan pada kecerdasan buatan . Era ini ditandai dengan empat perubahan, yaitu volatilitas, ketidakpastian, kompleksitas, dan ambiguitas, perubahan secara signifikan berdampak pada semua pendidikan. Salah satu perubahan yang ditunjukkan adalah  karakteristik. Ada beberapa karakteristik dalam pendidikan, antara lain kreatif dan inovatif, sifat berpikir kritis, integrasi ilmu pengetahuan, mudah untuk mendapatkan pengetahuan, komunikatif dan kolaboratif, menghormati perbedaan pendapat dan pendidikan sepanjang hayat. Tujuan utama dari penelitian ini adalah untuk mengetahui secara ekstensif dan menggambarkan kepemimpinan kepala sekolah untuk menghadapi dampak dari era Milenium. Penelitian ini telah menggunakan metode kualitatif deskripsi yang dapat memberikan hasil mendalam-teoritis analisis. Perspektif kepemimpinan kepala sekolah di era Milenium harus melibatkan semua bagian yang berkorelasi dengan sekolah, tidak hanya di dalam sekolah tetapi juga bagian luar sekolah. Semua bagian manajemen sekolah dalam perencanaan dan organisasi, pengambilan keputusan, dan pengendalian kebijakan dapat dibahas secara demokratis antara kepala sekolah dan semua staff. Oleh karena itu, kepala sekolah harus memiliki kemampuan manajerial yang baik. Dengan kata lain, kepemimpinan yang efektif adalah keterampilan penting untuk dikuasai oleh kepala sekolah di era Milenium. Jika kepala sekolah bisa menjadi keterampilan manajerial yang efektif dan sukses, pengaruh mereka cenderung mengarah pada produktivitas jangka panjang dan pengembangan sekolah. Akhirnya, dapat disimpulkan bahwa memiliki kepemimpinan yang efektif dari kepala sekolah dapat memimpin kualitas sekolah yang baik di era Milenium ini Collapse",30 June 2020
PENERAPAN ALGORITMA FISHER-YATES SHUFFLE PADA GAME MENCOCOKKAN GAMBAR MONUMEN DUNIA,"Penerapan konsep kecerdasan buatan sangat membantu dalam berbagai masalah pengacakan. Salah satu contoh penerapan kecerdasan buatan untuk masalah pengacakan adalah dalam game mencocokkan gambar monumen dunia. Dalam game mencocokkan gambar monumen dunia, akan tampil urutan gambar yang sudah diacak, lalu pemain akan mengklik gambar untuk membuka gambar, lalu mengklik gambar yang lain untuk gambar yang sama atau yang cocok. Urutan gambar untuk permainan baru akan diacak, sehingga tampilan urutan gambar tidak akan sama dengan tampilan urutan gambar sebelumnya. Dalam penelitian ini, proses pengacakan game ini dengan menggunakan algoritma pengacakan yang ada pada ilmu kecerdasan buatan yaitu dengan algoritma Fisher-Yates Shuffle. Algoritma acak (shuffling) Fisher-Yates Shuffle, dapat mengacak urutan suatu data yang dimasukkan ke dalam array. Karena algoritma ini bersifat bias (kecil kemungkinan tampil dengan urutan/posisi sama). Aplikasi game mencocokkan gambar monumen dunia ini dapat menunjang pembelajaran dalam mengasah kemampuan ingatan anak - anak. Game ini terdiri dari 3 level. Pada level mudah terdapat 16 kotak yang memuat 8 pasang gambar, pada level sedang terdapat 20 kotak yang memuat 10 pasang gambar, sedangkan pada level susah memuat 24 kotak yang memuat 12 pasang gambar yang harus dicocokkan. Collapse",18 July 2020
QUO VADIS PENGEMBANGAN REKAYASA PERANGKAT LUNAK,"Fenomena yang terjadi saat ini merintisnya perangkat mobile khusunya smartphone dikalangan masyarakat, sebab banyaknya pengguna yang mengakses internet lewat smartphone, sehingga terjadi pengembangan aplikasi mobile berbasis smartphone. Saat ini juga maraknya virus covid-19, banyak pengembangan perangkat lunak untuk melawan covid-19. Pengembangan perangkat lunak terdapat empat tahapan dengan prosedur SDLC: planning, analysis, design, and implementation. Untuk mengembangkan perangkat lunak, ada beberapa metode: Siklus Klasik (Model Air Terjun), Prototyping, Model Spiral, 4th Generation Technique, Gabungan beberapa Metode. Teknik pengembangan perangkat lunak mobile terbentuk dari: mobile application development lifecycle model (MADLC) dan mobile development (Mobile-D), wireless development. Tak hanya itu sebagian teknologi dapat menjanjikan dunia perangkat lunak ialah kecerdasan buatan , Internet of Things (IoT), realitas virtual, dan augmented reality. Diharapkan kita jadi tau tren dari pengembangan perangkat lunak beserta metode yang digunakan dalam pengembangan perangkat lunak. Collapse",26 August 2020
Implementasi Artificial Intelligence Dalam Proses Industri Manufaktur Otomotif,"Dalam Kecerdasan buatan (AI), dimungkinkan bahwa seuatu mesin dapat belajar dari pengelaman, melakukan penyesuaian baik itu input maupun output. Setelah itu suatu mesin baru dapat melaksanakan tugasnya seperti manusia. Jadi beberapa fungsi manusia digantikan oleh suatu mesin, walaupun tidak sepenuhnya. Sangat banyak dimasa sekarang ini dijumpai implementasi AI contohnya adalah pada perumahan modern, industri, pabrik, pendidikan, dan lain sebagainya. Contohnya pada industri manufaktur automotif misalnya sebelum diimplementasikan AI, permasalahan sistim manufaktur dan perencanaan engineering (sistem pabrikasi dan masalah desing rancang-bangun) pada kenyataanya sangat kompleks dan sulit untuk diselesaikan melalui teknik konvensional. Maka dengan adanya implementasi AI, permasalahan-permasalahan yang sering muncul dapat diatasi, jadi AI dapat membantu tugas dari manusia. Dalam beberapa tahun terahir ini teknik AI mendapat perhatian dan mempunyai potensi sebagai teknik optimasi dalam industri manufaktur automotif Collapse",5 April 2020
KOMPETENSI KOMUNIKASI ANTAR BUDAYA DI ERA REVOLUSI INDUSTRI 4.0,"Era revolusi industri 4.0 yang diawali di Jerman ditandai dengan perubahan teknologi otomatisasi yang sangat efektif terlebih dengan terkoneksinya internet di setiap perangkat komunikasi ataupun perangkat elektronik lain sebagai contohnya teknologi kecerdasan buatan (artificial intelligent) yang diterapkan pada rumah pintar (smart house). Di era yang penuh dengan disrupsi dan dengan semakin canggihnya teknologi komunikasi dan informasi menjadikan setiap orang bisa saling terkoneksi secara lebih luas melewati batas-batas negara. Saat berkomunikasi dengan orang lain dari bangsa dan budaya yang berbeda baik termediasi dengan perangkat komunikasi maupun komunikasi secara langsung, tentunya pertemuan budaya pun akan terjadi. Oleh karena literasi mengenai komunikasi antar budaya menjadi hal yang sangat penting saat ini agar setiap orang dapat saling menghargai budaya satu dan lainnya. Penelitian ini menggunakan metode tinjauan literatur secara sistematis (systematic literature review / SLR) guna menemukan urgensi mengenai kompetensi komunikasi antar budaya dalam menghadapi era revolusi industri 4.0 yang memungkinkan percampuran dan pertukaran SDM antar bangsa dan negara baik berkomunikasi termediasi maupun komunikasi secara langsung, Kajian ini mendapatkan bahwa dalam menghadapi era revolusi industri 4.0 diperlukan pembinaan SDM dalam hal literasi kompetensi komunikasi antar budaya dan literasi komunikasi antar budaya termediasi teknologi. Collapse",29 December 2020
Sistem Pakar Diagnosa Penyakit Akibat Konsumsi Berlebihan Monosodium Glutamat (Msg) Menggunakan Metode Anfis,"Kecanggihan teknologi informasi saat ini membawa dampak besar terhadap perubahan gaya hidup masyarakat, termasuk perubahan pola konsumsi makanan yang lebih cenderung mengkonsumsi aneka makanan cepat saji, makanan kemasan, dan makanan yang mengandung bahan pengawet. Perancangan aplikasi sistem pakar ini dapat membantu user tanpa harus menemui seorang pakar dengan menganalisa proses pengumpulan fakta-fakta yang berkaitan dengan gejala dan jenis penyakit yang diderita melalui penerapan kecerdasan buatan menggunakan metode ANFIS dengan merancang sistem pakar yang mendiagnosa penyakit akibat konsumsi MSG berlebihan serta memberikan solusi yang tepat dan cepat terhadap serangan peyakit yang disebabkan mengkonsumsi MSG secara berlebihan. sistem cerdas yang mampu melakukan learning algorithm, diharapkan sebuah sistem mampu melakukan pembelajaran sehingga output yang dihasilkan semakin lama semakin mendekati sebuah kebenaran. Hal ini memungkinkan untuk meminimalisir adanya salah diagnosa penyakit. Kata Kunci: Sistem Pakar, ANFIS, Monosodium Glutamate Collapse",30 August 2020
SISTEM PAKAR DIAGNOSA PENYAKIT KEPITING BAKAU MENGGUNAKAN METODE FORWARD CHAINING BERBASIS WEB,"Sistem pakar merupakan cabang dari kecerdasan buatan dan juga merupakan bidang ilmu komputer yang muncul seiring perkembangan ilmu komputer saat ini. Sistem ini bekerja untuk mengadopsi pengentahuan manusia ke komputer yang menggabungkan dasar pengetahuan (knowledge base) dengan sistem inferensi untuk mengantikan fungsi seorang pakar dalam menyelesaikan suatu masalah. Kepiting bakau (Scylla serrata) yang dikenal juga kepiting lumpur banyak juga dijumpai diperairan Indonesia, terutama perairan payau yang banyak ditumbuhi oleh  tanaman bakau.Untuk itu perlu adanya usaha budidaya bagi jenis crustacea yang memiliki nilai ekonomis tinggi. Namun disisi lain kurangnya pengetahuan masyarakat dalam membudidayakan kepiting bakau dan bagaimana cara mengatasi penyakit pada kepiting bakau menjadi masalah yang sangat serius bagi pembudidaya dan penampung kepiting bakau.  Untuk mangatasi masalah tersebut, maka dirancang suatu sistem pakar diagnosa penyakit pada kepiting bakau dimana sistem ini dapat mendiagnosa penyakit kepiting dengan meniru cara kerja pakar atau ahli sehingga system pakar ini dapat memberikan solusi kepada masyaakat tentang penanganan penyakit kepiting bakau. Dengan mengaplikasi metode Forward Chaining dan berbasis Web. Collapse",2 July 2020
IMPLEMENTASI AKUNTABILITAS MELALUI EVALUASI ONLINE DI ERA REVOLUSI INDUSTRI 4.0,"Penelitian ini bertujuan mengungkapkan nilai-nilai ANEKA yang dapat diimplementasikan melalui evaluasi online pada mahasiswa akuntansi vokasi sebagai langkah serius menghadapi era revolusi industri 4.0. Adapun metode pengumpulan data dengan cara observasi, kuesioner dan wawancara mendalam sesuai jenis penelitian kualitatif. Hasil penelitian ini menunjukkan bahwa (1) pemanfaatan aplikasi online untuk evaluasi mahasiswa merupakan wujud pengamalan nilai-nilai ANEKA; (2) pelaksanaan pendidikan vokasi harus mampu melakukan penyesuaian dari kurikulum lama menuju kurikulum berbasis teknologi di era revolusi industri 4.0; (3) Di era ini dapat dipastikan seluruh tingkatan perusahaan menggunakan software akuntansi; (4) Nilai ANEKA merupakan kebutuhan mendasar yang wajib dimiliki akuntan karena hanya nilai-nilai tersebut yang secara hakiki tidak akan dapat digantikan oleh kecerdasan buatan atau AI (Artificial Intelligence). Collapse",17 July 2020
A NEW SHAPE OF CHRISTIAN EDUCATION IN INDONESIAN CONTEX:,Keunggulan suatu lembaga dalam melaksanakan tridharma perguruan tinggi tentu tidak lepas dari suatu uapaya peningkatan sumber daya manusia (SDM).  Hal ini dapat terlihat dari proses maupun hasil kinerja sertiap insan dalam lembaga tersebut.  Kesadaran dalam meningkatkan mutu suatu pekerjaan merupakan suatu fondasi untuk maju kearah yang lebih baik bahkan sampai pada tahap unggul.  Dengan demikian peningkatan SDM sangat menentukan akan hal ini.  Oleh sebab itu melalui artikel ini bertujuan untuk menggambarkan suatu konsep persiapan Sekolah Tinggi Teologi Injiili Arastamar (SETIA) Jakarta dalam menyonsong era digitalisasi dan masuk era industri 5.0.  Era industri 5.0 ini merupakan masa yang disebut kecerdasan buatan manusia yang dapat membantu manusia dalam melakukan tugasnya.  Metode penelitian dilakukan secara manual dalam mencari data baik melalui buku-buku maupun internet dan media sosial lainnya yang berkaitan dengan topik pembahasan penelitian ini.  Sebagai hasil dan kesimpulan bahwa kebutuhan akan SDM yang unggul sangat dibutuhkan di Lembaga SETIA Jakarta dimasa kini maupun yang akan datang. Collapse,5 August 2020
Analisis Parameter Jaringan Saraf Tiruan Menggunakan Metode Backpropagation Pada Pengenalan Pola Angka,"Jaringan Saraf Tiruan merupakan suatu disiplin ilmu dalam kecerdasan buatan yang banyak digunakan saat ini. Meskipun banyak aplikasi menjanjikan yang dapat dilakukan oleh jaringan saraf tiruan, namun jaringan saraf tiruan juga memiliki beberapa keterbatasan umum. salah satunya adalah ketidakakuratan hasil yang diperoleh. Oleh sebab itu, penulis merancang suatu sistem penerapan jaringan saraf tiruan untuk pengenalan angka menggunakan metode Backpropagation dengan tujuan untuk menghasilkan sebuah aplikasi yang menerapkan jaringan saraf tiruan dengan menggunakan metode Backpropagation untuk mengkonversi tulisan angka berupa citra menjadi digital dengan hasil yang akurat. Dari hasil penelitian yang dilakukan untuk merancang jaringan saraf tiruan pengenalan angka dengan hasil yang akurat, perlu diperhatikan data input yang digunakan, parameter yang diset, serta kondisi saat iterasi selesai dilakukan. Collapse",25 December 2020
Perbandingan Algoritma Dijkstra dan Algoritma A Star pada permainan Pac-Man,"AI (Artificial Inteligence) atau yang disebut juga dengan kecerdasan buatan merupakan salah satu cabang dari ilmu komputer untuk memberikan suatu pengetahuan pada komputer agar dapat mampu menyelesaikan tugas – tugas atau berpikir seperti manusia. Salah satu contoh kecerdasan buatan yang dapat diterapkan pada game adalah Path Finding. Path Finding adalah salah satu kecerdasan buatan yang dipakai untuk menentukan jaur terpendek antara titik awal dengan titik akhir. Logika Fuzzy merupakan ilmu yang mempelajari mengenai ketidakpastian. Logika Fuzzy juga mampu untuk memetakan suatu ruang input kedalam suatu ruang output dengan tepat. Metode yang digunakan dalam penelitian ini adalah meode prototype dimana tahap-tahap yang dilakukan adalah menganalisis kebutuhan, mendesain prototype, implementasi, dan pengujian. Tujuan utama yang ingin dicapai dari penelitian ini adalah Untuk membandingkan performa algoritma Djikstra dan algoritma A Star untuk penyelesaian game Pac-Man. Hasil yang didapatkan untuk algoritma Dijkstra adalah 2 kali gagal, dan 1 kali berhasil dalam menyelesaikan permainan dengan score 4100, 3350, 3940, sedangkan untuk algoritma A Star mendapatkan hasil 2 kali berhasil, dan 1 kali gagal dengan score 4300, 2350, 3450. Dari kedua Algoritma yang digunakan untuk menyelesaikan permaian PAC-MAN dengan mendapatkan score terbaik adalah algoritma A Star. Collapse",10 October 2020
Logika Fuzzy untuk Perilaku Dinamis pada Sistem Crafting dalam Game Pembelajaran Aritmatika,"Sistem crafting sebagai mekanik utama dapat menjadi solusi mengatasi kemonotonan gameplay dalam suatu serious game. Sistem crafting dapat diaplikasikan dalam game aritmatika yang mempunyai banyak materi berupa perhitungan. Permasalahan yang terjadi adalah sistem crafting yang kombinasi itemnya sedikit dan sudah diketahui sebelumnya sehingga membuat pemain game cepat merasa bosan, oleh karena itu perlu dirancang sebuah sistem crafting yang dinamis menggunakan kecerdasan buatan .  Logika fuzzy adalah metode dalam kecerdasan buatan yang dapat menangani permasalahan yang bersifat intuitif. Metode tersebut digunakan dalam penelitian ini untuk membuat hasil dari kombinasi item dalam sistem crafting menjadi lebih terlihat dinamis dan tidak monoton. Item yang dikombinasikan dalam penelitian ini berupa batuan dan menggunakan parameter masukan berupa nilai dari batuan dasar untuk perhitungan dalam menentukan kualitas batu yang dihasilkan. Sedangkan nama atau jenis batu baru yang dihasilkan ditentukan dari nama batuan dasar yang digunakan dan sudah ditentukan sebelumnya supaya terlihat lebih bervariasi. Sistem crafting ini akan diterapkan dalam serious game berupa game pendidikan aritmatika dasar. Hasil dari penelitian ini yaitu sistem fuzzy berhasil menciptakan batu baru dengan kualitas yang lebih variatif, tidak monoton dan lebih terlihat dinamis sesuai dengan nilai dari batu dasar yang digunakan untuk crafting. Collapse",31 March 2020
SISTEM PAKAR DIAGNOSIS PENYAKIT MATA BERBASIS ANDROID,Salah satu metode kecerdasan buatan yang bisa membantu dalam bidang kesehatan ialah sistem pakar. Sistem ini bekerja dengan cara mengadopsi kecerdasan pakar untuk mengambil sebuah keputusan. Sistem pakar diagnosis penyakit mata salah satu  jenisnya dimana pasien tidak harus menemui pakar secara langsung namun adanya sistem memudahkan dalam melakukan diagnosis awal dan melakukan penanganan awal terhadap gejala yang dirasakan pasien dengan memanfaatkan platform mobile sehingga sangat memudahkan si pasien tersebut. Hasil pengujian akurasi terhadap kinerja sistem pakar mendapatkan hasil sebesar 93.33% Dimana sistem bias secara akurat melakukan diagnosis terhadap gejala yang dialami oleh pasien. Collapse,30 April 2020
